id,text,sindiran
2056725952760262912,"Pemerintah Kota Yogyakarta (Pemkot Yogya) menyampaikan perkembangan terkini penanganan kasus kekerasan dan penelantaran anak di daycare Little Aresha. Terkini, terdapat 18 anak yang dinyatakan kurang gizi dari hasil pemeriksaan.

Kepala Bidang Kesehatan Masyarakat Dinkes Kota Yogya Aan Iswanti mengatakan, dari 149 anak yang menjalani skrining pertumbuhan, ditemukan 18 anak mengalami masalah gizi.

Aan mengatakan pihaknya juga melakukan skrining perkembangan pada 153 anak.

""Hasilnya ini 12 anak mengalami penyimpangan perkembangan, 19 anak berada dalam kategori meragukan, dan 122 anak berada dalam kondisi perkembangan normal,"" kata Aan.

Aan mengatakan anak-anak ini dirujuk ke fasilitas kesehatan seperti puskesmas untuk mendapatkan pendampingan dari tim asuhan gizi serta dokter. Selain itu, mereka juga akan mendapatkan pemeriksaan perkembangan yang lebih komprehensif.

📸: Dok. kumparan/Afriansyah Panji.

Baca selengkapnya dengan klik link di bio. Cari tahu berita update lainnya dengan download aplikasi kumparan di App Store atau Google Play.⁠

📝: newsupdate | update | news | oneliner | R176 | E164

#kumparan #bicarafaktalewatberita",False
2058011894448108032,"Seorang istri sah sambil menggendong anaknya di Sekadau, Kalbar menggerebek suaminya yg sedang bersama wanita idaman lain di sebuah kamar kos.

Uthi yg sabar ya, mending uthi pulang &amp; sampe rumah siapin makanan &amp; minuman beracun gratis buat lakinya biar cepet menghadap 😂 https://t.co/dsArnkZXw2",False
2055921264238445056,"Setelah mendengar pidato dari bapak presiden kita, apa yang pernah dikatakan oleh presiden BEM UGM sepertinya kok ya gitu deh..... sebelumnya juga viral ucapan CEO embege dan maling berkedok gizi....🤧 https://t.co/sLaSCLPJ6u",False
2057388451637699072,"Aksi tebar ikan oleh salah satu perusahaan di Wonogiri, Jateng, dengan tujuan konservasi lingkungan tidak berjalan optimal krn ikan belum masuk sungai sudah langsung ditadah warga pake serokan!

Orang gila! 😂 https://t.co/yDR1xoojes",False
2058039923098415104,Dari tanah Papua untuk anak Papua! 🚀 Senyum bahagia terpancar saat mama-mama Papua bawa hasil bumi untuk program MBG. Langkah nyata tingkatkan gizi anak bangsa sekaligus sejahterakan para petani lokal. Keren banget! 🇮🇩 Perjalanan indah dari hulu. https://t.co/2otwfmQxYo,False
2057689551699877888,"Gegara diputusin pacarnya, pria jamet ini datangi rumah mantan untuk tagih semua yang pernah dia kasih ke pacarnya 😂 https://t.co/vuTFBvazwn",False
2053995267649839104,"Setelah Tenaga Gizi diobok-obok BGN demi melancarkan pembukaan dapur SPPG, kali ini giliran Tenaga Farmasi yang diobok-obok oleh BPOM di tengah gencarnya pembukaan Kopdes Merah Putih yang juga diproyeksikan bakal melayani jual beli obat nantinya 😌 https://t.co/DOZWYf8ohU",False
2057782358854775040,"Satpol PP di Kab. Nias Selatan melakukan penertiban pedagang yang berjualan diteras rumah milik warga sendiri.

Ada2 aja kelakuan kembaran parcok ini 😂 https://t.co/5DLeFl49UB",False
2057423703517064960,"Kalo tadi ada produk perawatan untuk baby, sekarang ada susu dengan gizi maksimal untuk baby kamuuuuu: https://t.co/iHVXLbnYy5 💓 https://t.co/XrNv18HNN0",False
2057333042226885120,"Dua wanita yg sedang belanja ayam potong di pasar daging BT8 atas, Batam, Kepri, dimaki-maki oleh uthi yg lagi suteres gegara pakaian yg dikenakan tidak sesuai dengan pakaian di negara milik uthi yaitu Indonesia 😂 https://t.co/gGuFBXf8je",False
2057343771491361024,"Tak hanya menjaga keamanan, Polri juga ikut menggerakkan inovasi energi berkelanjutan. 🔥🇮🇩 

Melalui pemanfaatan Compressed Natural Gas (CNG) untuk operasional dapur Satuan Pelayanan Pemenuhan Gizi (SPPG), Polri mendukung program Makan Bergizi Gratis (MBG) agar berjalan lebih efisien, aman, dan ramah lingkungan. 

Energi lebih bersih, operasional lebih optimal, ribuan porsi makanan bergizi terus tersalurkan untuk generasi masa depan Indonesia. 

Transformasi Polri hadir bukan hanya menjaga, tetapi juga memastikan keberlanjutan: dari ketahanan pangan hingga energi untuk masyarakat.

Polri Terus Berikan Dukungan Keberhasilan Program Pemerintah Indonesia serta #KonsistenHadirkanManfaat Untuk Masyarakat",False
2057664970398351872,"Sinergi hebat di Lampung! 🌾 Pemprov Lampung dorong Dapur MBG untuk optimalkan penyerapan produk petani, peternak, &amp; UMKM lokal. Anak-anak dapat gizi terbaik, ekonomi warga dan pelaku usaha daerah ikut berputar hebat! 🇮🇩✨ https://t.co/wmADPmicOx",False
2058156555955045120,"Spinoza anlatmış söz ile tözü 
Bu tözdür TANRI işin tam özü 
Adnan onu doğada bulan can
Ondan doğa ona dev heyecan 
Doğa varsa vardır her bir can 
Her can bilin ki onla var olan 
Akıl ve zeka çözer o hoş gizi 
Doğa giziyle eder sarhoş bizi 
Ceza korkusu sevgiye çengel 
Sevgiyi hür kılın kalksın engel!

Sevgiler...💖🌺🌞",False
2058410181407731968,"bukan cuma soal keamanan, tapi juga peduli kebutuhan masyarakat 👍 kehadiran polsek loa kulu dalam rapat pangan murah patut diapresiasi. #MenjagaKetahananPangan
Melayani Gizi Indonesia https://t.co/eP53poJmOg",False
2057005153111453952,"Pembangunan yonif disalah satu wilayah di Kalimantan Tengah mendapat protes dari warga karena status tanah masih sengketa 🤔

TNI kuat ... rakyat. Isi sendiri titik-titiknya. https://t.co/EZT7mbpisg",False
2058148583124378112,"Program Makan Bergizi Gratis (MBG) terus memberikan dampak signifikan terhadap penyerapan tenaga kerja dan perputaran ekonomi nasional melalui penyerapan 1,28 juta pekerja.

Hal tersebut disampaikan Badan Gizi Nasional (BGN) dalam statistik terbaru yang dirilis pada Jumat (22/5), yang menyebut Program MBG telah melibatkan jutaan pekerja tersebut di 29.225 Satuan Pelayanan Pemenuhan Gizi (SPPG) seluruh Indonesia.

🔽🔽🔽
Baca selengkapnya: https://t.co/9My04a2mp5

Grafis: Ulfa Jainita",False
2054940622226862080,"Seorang wartawan senior, David Rizal mengaku kesal usai mobilnya terhalang kendaraan dinas berplat merah milik salah satu instansi daerah di Jabodetabek.

Semua jalan milik plat dinas 😂 https://t.co/3so73e8AQO",False
2057699248909550080,"💚 guys bapak ak umur 64th kurus, kerja capek, makan normal. kalau dibawa ke dokter gizi kira2 biaya nya berapa ya? khawatir bapak aku kurus jd sedib🥲",False
2058385109187961088,"MBG penggerak ekonomi rakyat! 🌟 Dengan menyerap 1,28 juta tenaga kerja, program ini jadi angin segar bagi lapangan kerja baru. Sektor peternak dan UMKM lokal pun kecipratan untung dari rantai pasok gizi harian ini. https://t.co/Ygwqda8chQ",False
2057770875638989056,"@denni_sauya dikorupsiin lg ntar. Kayak MBG
Makanan yg diterima murid cuma kayak gini. 
Ahli gizi nya digaji mahal... 
Makanan nya cuma hrga 4 ribu an itu 🌹 https://t.co/g7qARJYryb",True
2056904010846642944,"Cerito ning ibuk bar ditolak mergo kurang duwur malah ibuk nangis karo jaluk sepuro -rek
Jare pas aku cilik gaiso wenehi gizi yang lebih dadi gaiso duwur 😌",True
2058436742945068032,"@txtdrimedia Swasembada pangan Ndasmu Wo.
Impor pangan aja masih besar dibilang swa sembada pangan. Kenapa ya Buzzer Buzzer Pemerintah itu Goblok dan DONGO semuanya?

Saya belum nemu Buzzer Pemerintah yg Cerdas.
Tapi klo cerdas ya bukan Buzzer dong 😂 https://t.co/DUKrNKc9U6",False
2058412586719432960,"@abbangz Sini kak aku lulusan S1 gizi dari PTN top 3, langsung wa yuk 😻",False
2057658673720414976,Ketegasan Presiden Prabowo! ⚔️ Beliau ungkap sudah tutup lebih dari 3.000 dapur MBG yang melanggar. Pejabat daerah diminta ikut periksa dan laporkan jika ada temuan. Tidak ada kompromi demi gizi anak bangsa! 🇮🇩 https://t.co/CYmhT6BMV6,False
2057841394849637120,@KaZep7 Otak terbo dan otak terjaal yg kurang asupan gizi dari orok.. skr mah gak bisa dibedakan.. sama² kurang se-ons 🫣@narkosun,False
2057683001585349120,"Perputaran uang ratusan miliar tiap bulan 💸
Program MBG di Sumedang bukan cuma bantu gizi anak, tapi juga gerakin ekonomi warga dan UMKM lokal 🔥🍱

#MBG #SumedangMaju
Pagii Pak Zulhas https://t.co/NLjdRDSWPk",False
2058218935414104064,@SauloLinsFreir1 @misteriouspavao Colocou a cara de um ator americano. 🤦‍♀️,False
2058399277353976064,"Dulu banyak yang bilang MBG cuma buang-buang uang negara…
Tapi sekarang faktanya keluar 👇
✅ 1,28 juta tenaga kerja terserap
✅ 29 ribu dapur SPPG aktif
✅ Petani &amp; peternak lokal ikut untung
✅ Anak-anak dapat gizi lebih baik""#jagaindonesia #fyp #twitter https://t.co/cVwN2Mm27u",False
2058258708589661952,@HaileeNicole03 @RyliverUpdates @DreamItFRR7 this is one of the best pictures I have ever seen 😍,False
2057844134992335104,@pamcosta21 Parece uma criança de três anos mentindo. 🤦‍♀️,False
2058429485146672896,"MBG
Maling Berkedok Gizi
🤣🤣🤣

SPPG
Satuan Penjilat Prabowo Gibran 
🤣🤣🤣

KOK IYA ⁉️ https://t.co/hYA8RgkHy3",False
2058040173720657920,"Kunci generasi unggul! 🌟 Dampak positif MBG langsung terasa di sekolah: anak-anak jadi lebih fokus, aktif, dan penuh semangat saat belajar. Langkah konkret penuhi hak gizi demi cetak SDM Indonesia yang cerdas. https://t.co/g8sRDAkSGQ",False
2055979011294327040,"Sepasang kekasih warga Lhokseumawe, Aceh menggunakan pod getar disalah satu Apartemen di Medan, Sumut. Sedap betul kayanya tuh barang.

Siap2 jadi ATM berjalan 😂

S/C : ig txtdranakmuda https://t.co/2wDEGPeZoB",False
2057801649658511104,"@tanyakanrl pernah ngalamin gini kak. krn promil aku naik 17kg. tiap kumpul keluarga dibilangin gemuk terus dan jujur bikin sedih bgt.

akhirnya aku dengan kesadaran penuh diet abis2an kak. aku ke dokter gizi krn coba diet sendiri ga sukses. semangat ya kak🤗",False
2058432122013286912,"semakin mendekat semakin deg deg an😰😰😰 bismillah teman timun mohon doa kan aku yachh mudah mudah an kita semua bisa mendapatkan barcode di hari esok, aamiin allahumma aamiin 💟💟 https://t.co/83G1pn8FAZ",False
2057417946394477056,"mau revisian?? gaskeeunn

open ya joki gizi ✨🌷#jokitugas #zonauang",False
2057637562089686016,"[MITOS FAKTA 03: GIZI KLINIS]

Halo, Nutriple! 👐🏻
Kembali lagi di rubrik mitos dan fakta!

Kali ini kita akan membahas tentang “Mengganti Gula dengan Pemanis Buatan Mencegah Risiko Diabetes Melitus?”🧐 https://t.co/e2RnRvX17D",False
