id,text
2057250335106925056,"Termyata Hak Siar Piala Dunia 2026 dibeli oleh Pemerintah seharga Rp 1 Trilunan atau setara dengan 1 hari MBG 😄

Tidak heran kalau yang megang OTT nya adalah Folago (setelah ditelusuri ternyata ada hubungan dengan Haji Isam) 

Bisa apa yah itu aplikasi yang bahkan baru nyari karyawan di Linkedin dan apsnya baru launching Juni 

Ott yang persiapannya lebih matang aja banyak yang berguguram pas hari H, apalagi modelan ginian 

Mending siapin TV dan Antena guys, jangan berharap lebih."
2058395278718415104,"@regar_op0sisi Aneh bin kiplin, bangga banget pernah kelaparan dan susah😭

Generasi zaman now dikasih MBG biar otaknya pinter, malah dibandingin sama jadul yg serba kekurangan

Stop romantisasi trauma masa lalu seperti itu prestasi

Video bisa rekayasa 😂
Banyak anak pinter koq
#LanjutkanMBG"
2058454620893303040,"🍱 BUKAN SEKADAR BAGI-BAGI MAKANAN!
Program Makan Bergizi Gratis (MBG) ternyata bukan cuma soal isi piring anak-anak Indonesia. Program ini juga jadi mesin penggerak ekonomi rakyat yang nyata! 💪🇮🇩

#jagaindonesia
#wargajagawarga
#fyp
#foryou
#prabowo https://t.co/4yyY136HsN"
2056244006053679104,"⚠️ KONTEN JELEK EMBEGE ⚠️

Dua musang birahi yang bekerja sebagai sopir dan kernet kendaraan embege milik kubangan lumpur (espepege) DARUL ULUM PONCOL, MAGETAN membuat konten dengan gimmick wajah dan takarir (caption) yang menjijikkan serta terkesan merendahkan.

Seperti yang sudah-sudah, akan kami seret dua orang ini untuk meminta maaf atas konten buatannya!"
2058099847669157888,"Di era saya dulu,kls 4 SD sudah harus hafal perkalian 1 sampai 10.

Padahal ketika itu gak ada MBG bahkan terkadang sarapan pun gak dari rumah.
Maklum jaman susah 😪 https://t.co/vkiuYEzD6i"
2058098524022252032,Hari pertama dapat MBG malah tantrum 😃 https://t.co/V09gALK9tk
2058438000108040960,@xquitavee Miris sekali melihat video ini..... ternyata oh ternyata gak sebaik sangkaan orang 😥 https://t.co/xMtAHhjq50
2058363694766259968,"😭🤣 adek ini lucu banget! 

Mau kabur gara-gara dimarahi suruh tidur siang adeknya malah ngambek, mau kerja MBG aja 😂

Padahal kalau udah kerja tidur siang itu tidur siangnya di toilet 🗿🗿 https://t.co/1IeEx0SVRU"
2058439775808585984,Isi fyp tiktok gw sekarang lagu mbg(mas bahlil ganteng)semakin gw g suka lagunya malah makin sering fyp gila 🤡😭😭😭😭
2054483677946753024,"Menteri2 ini gada kerjaan apa?

Dr awal MBG mulai, smua menteri sibuk ngurus MBG 
MenHAM jg ga mau kalah.

Seolah2 PR mereka sdh beres smua lalu cari muka dg ikut2an ngurusin MBG 😒

Sialnya presiden justru seolah2 mendorong mereka u/ melakukan itu..

Jadi pemerintahan macam apa ini? 😓"
2058382251633881088,@fiif_ardani apa karna eksekusinya yang amburadul? kayak MBG ini lebih ke pencitraan &amp; bagi-bagi proyek dari pada targeting yang bener ke yang paling dibutuhin 🤔
2058133524730016000,"Pak Dadan MBG berangkat haji 2026, belio dipuji anggota Komisi XI DPR karena memilih haji pakai jalur reguler dan mengantre selama 12 tahun, hal ini dianggap sebagai wujud kesederhanaan pejabat negara.

Pak Dadan juga menolak segala bentuk fasilitas khusus pejabat negara termasuk rela menginap di hotel yang berjarak 5 km dari Masjidil Haram dan naik bus umum bersama jemaah lainnya, padahal sebagai pejabat belio bisa pakai fasilitas ONH Plus yang jauh lebih nyaman.

Sungguh mulia Belio ini 🥹"
2058364733150117888,@xAvellesch Menu keringnya MBG bang. Biasanya dibagi hari senin untuk seminggu padahal dimakan sehari juga habis 😩
2055570515230872064,"Istilahnya folksy reassurance, biar rakyatnya tenang gak khawatir

Tapi kedelai kita (buat bikin tempe) lebih dari 70% impor, mayoritas dari Amerika, bayarnya pake apa? Masa pake daun 🤣

Ini baru tempe, belum solar, plastik, motor mobil mbg. Harga di lapangan gak akan bohong"
2058421195725484032,@alwaysNanAd_ @zynjinie_ Ternyata kamuuuu😭😭 tp aku mau makasih batsu ku mbg soalnya wkwkwk
2058124065592996096,"@Hidupsebagai62 Padahal, sekolah dibuat gratis aja, tnp harus buang dana bikin skolah rakyat, investor kabur krn hukum yg lemah malah bikin laundry, proses makanan knp ga disekolah aja kaya LN, kenapa harus buang anggaran dan lahan bikin pabrik MBG anying, dipikir duit bapak Lo kali😹tolol."
2058445705132602112,"Halo dek adekk ITB udah yakkk gimick macet dllnya.
Gubernur lu noh bikin acara raja rajaan sedangkan Fasum Bandung ancur, sama presiden lu noh nyuruh kampus lu dukung MBG kocaggg 🤣"
2058178507667292928,"Dampak pemadaman berskala besar di Sumatera ternyata cukup ngeri.

Hingga detik ini bahkan masih ada beberapa wilayah yang belum nyala.

Kuat-kuat, Sumatrans. Mari sama-sama mengutuk pemangku negara atas musibah ini. 🙏🏻🥀"
2058254530274575104,"@hunter_tnok @Jefferyyyyy sakit hati gue liatnya, dikala pemerintah kenceng bgt sama mbg yg katanya utk kebutuhan gizi anak tapi disisi lain ada banyak anak juga yg menjadi “pelayan nafsu” begini🥺 dan mereka buta gak mau ngurusin yg beginian, mungkin bagi mereka ini normal tapi bagi gue nggak sama sekali"
2055565854004346880,"Kalau ada yg nyuruh nimpa berita si pigai, gwe angkat tangan cuy 🙌🏻

Berita dokslinya dia aja dokslinya udah kayak berita timpa 😭😭😭

Pernah baca yg dia bilang “Tolak MBG Berarti Menentang Hak Asasi Manusia” trust issue tuh sampe ngira kegocek, ternyata beneran ngomong gitu 😭"
2058410125636023040,"Owh temanku yg cowok² pada switch career ke koperasi desa merah putih &amp; MBG 😭
Padahal semester lalu storiesnya pada masih ngajar kok"
2057347977304568064,"Tahun kemarin dia ngomong gitu.

Tahun ini Hari Pendidikan kemarin bahkan dia gak pidato 😅

Padahal sehari sebelumnya di Hari Buruh dia pidato.

""MBG bermanfaat tidaaaaaaak?""
""Tidaaaaaaaaaaaaaak.""
""Waduhhhh"""
2058400962700890112,"Negara lu lagi dikorup buat mbg, rupiah makin turun dan presiden lu tetep joget tapi lu malah ributin hal ga guna perkara cowok kpop nyebut nama fandomnya sendiri yg udah dia sebut selama 6 tahun. We're doomed 🥀"
2054822757846929920,"Ini kabar tukang tahu crispy yg meninggal karena ditabrak mobil kubangan lumpur (espepege) di Bekasi enggak disangkal, kan, ya? Astaghfirullahaladzim. Banyak yang bilang embege membunuh UMKM, ternyata membunuh in literal way. 🥀

Waspada sama mobil espepege, guys. Membahayakan."
2058166487890998016,"Lah takut ? Bukannya kita punya MBG dan KDMP, kalau kita serang Amerika pakai ini, niscaya mereka babak belur 😴 https://t.co/55SuINb8Jm"
2057282579464859904,niat mau pulang cepat malah nampan MBG jatuh 😭😭 https://t.co/mUGkUBizsM
2054719021812211968,"""happy weekend"" katanya
dolar 17 ribu, MBG berantakan, aparat sibuk persekusi, korupsi on going
bro ini bukan weekend, ini survival mode 🥲
Al-Hikam: ""amalmu yang paling berbahaya adalah yang kamu bangga-banggakan""
cocok banget buat yang masih tepuk dada soal pembangunan 🫠"
2054639379948491008,"Sehat"" gurunya dan pinter"" anak didiknya... udah keren gitu. Gila aja dah negara ini punya anak"" pinter"" dan guru"" sekeren ini bukannya dikasih pendidikan yg lebih layak malah mbg argjakfkwds 😭😭😭🙏🏻"
2054558431919629056,"Shiiiiittt jelas2 ini MBG real bgt tercantum di pasal 2 dan 3, 1 triliun sehariiiij

“Merugikan keuangan negata atau perekonomian negara”

Tp pasti ngelesnya, itu buktinya gdp kita grow 😩😩😩

*sumber foto dari whatsaupidonesia https://t.co/SEtP5gFOcf"
2045811377244368896,"@unmagnetism Ternyata emg kebanyakan begitu ya. Anak gak pada fokus belajar, ada yg ngantuk. Yang dipikirannya cuma nunggu MBG. Trus pada heboh kalo mobil MBG dateng. Pantes kalau nilainya pada buluk2. Kata saudara &amp; temenku yg guru. Miris! Perut kenyang, otak melayang 😄"
2053731491411276032,"emak gw sefrekuensi sm supir grab anying, malah bahas mbg 😭😭"
2053717006285967104,"di sd ku, menu mbg hari juga pentol bakar, bukan bakso ye, tapi literally pentol abang2 yg 500 itu🤣🤣
tau itu pentol abang2 karna pas beli pentolnya di pabrik pas banget mamaku juga beli, padahal kalo beli di pabrik tuh udah murah 350/biji, tapi sama mereka masih ditawar😭😭😭"
2053735414285193984,Ohh pantes keracunan mbg dibilang wajar 😑 ternyata isi petingginya gini semua wkwk
2053647268272837120,"makanya ada mbg, oh ternyata prabowo ngikutin jejak iblis wkowkowkowkow😂"
2053509302481276928,"oalaah diserangnya mah karna mbg ini wkwkkwkwk

padahal itu masih normal lah apalagi pns pu 🤣🤣🤣 klo double income sama suami makin lebih mungkin lagi lifestyle gitu bisa didapet 😁😁😁"
2053493768389820928,"Maacii juga buat mbg (my boyfriend gua), thanks ya bby sudah membujuk (katanya mau ditraktir sushi 🙉) dan menyemangati aku untuk belajar. 

Thank you for always says to me whatever the results is, you'll always love me https://t.co/U3Mo6ptF55"
2053449764465958912,"Ekonomi hancur, presiden lu prabowo, wapres lu gibran, orang-orang di pemerintahan pada korupsi dan nepotisme, mbg tetap jalan.

Udah ga tau mau ngomong apa lagi, wassalamualaikum wr. wb. 🙏"
2053443905308504064,"😭😭😭😭😭 BAYANGIN LAH ANJJJR, lagi ngerasain nikmat nya dunia, malah disuruh disuruh orasi bubar mbg"
2053416275720986880,Ternyata eye makeup nya dia ini lumayan medhok yah soalnya tadi pas dia ngelive gak keliatan. Lopyu buat mua nya yg udh bikin my mbg gue cantik sekali hari inih🥰 https://t.co/dYWgmQM3JD
2053373837216224000,"""itu yang harusnya di lakukan pemerintah anda""🥲
bukan malah nanya MBG berguna tidak @prabowo 
ndue pemerintah kok wagu ramutu"
2053316648854224896,"Yang bermasalah itu program nya. 
Berani gak teriak SUSPEND PROGRAM nya, pencitraan doang lu ah‼️😜

https://t.co/uOQNEwVN9q https://t.co/8CKfzJyM2n"
2053343428797506048,HOROOOR !  DI PAKSAAA  KAN  BANGET AGAR  INDONESIA  BUBAAAR .NEGARA KITA DI HANCUUUR KAN 💣💥LEWAT MBG  KORUPSI  KALAP  PARA PEJABAT  ULAH  PKI  INI .
2053299104869129984,"UI kalah saing :
""SALAH MBG....!""

Kampus lain kalah saing :
""Salah sendiri punya faktor penunjang yang busuk....!""

🫢🏃‍♂️🏃‍♂️"
2057073728165688064,"gimana gamau gini. alih-alih pendidikan gratis, yg dibelain mati-matian kan makanan bergizi gratis (katanya). 

pendidikan itu HAK DASAR, bukan hak istimewa yang cuma bisa dinikmati mereka yang mampu. kalau pendidikan aja gak digratisin, kapan rakyat kita mau bener-bener maju?🙂"
2051984705038521088,"Inilah momen Satuan Pelayanan Pemenuhan Gizi (SPPG) atau unit dapur pusat yang dibentuk oleh Badan Gizi Nasional (BGN) membuang sisa makanan bergizi gratis.

Padahal masih banyak yang membutuhkan 😭
Apa Responsmu? https://t.co/GWmw2XczhR"
2054526063448048128,"Hah, MBG masuk kampus⁉️😱

Program Makan Bergizi Gratis atau MBG mulai mendorong perguruan tinggi untuk terlibat sebagai Satuan Pelayanan Pemenuhan Gizi (SPPG). Hal ini memicu banyak penolakan karena dianggap menggeser fokus utama kampus sebagai ruang akademik.

MBG sendiri masih menyimpan banyak masalah. Mulai dari kasus keracunan makanan di sejumlah daerah, kualitas gizi yang dipertanyakan, potensi korupsi dalam pengelolaan anggaran, limbah makanan akibat distribusi yang tidak tepat, pelibatan militer dalam struktur jabatan SPPG, sampai isu bagi-bagi jabatan di struktur pengelolaan program. Program sebesar ini berjalan dengan pengawasan yang masih jauh dari matang.

Di sisi lain, perguruan tinggi juga masih menyimpan banyak persoalan. Uang kuliah tunggal (UKT) terus naik, fasilitas pendidikan belum merata, kekerasan seksual di lingkungan kampus masih sering terjadi, hingga kesejahteraan dosen dan pekerja kampus yang kerap diabaikan.

Persoalan mendasar dari program MBG maupun perguruan tinggi saja belum selesai, tapi pemerintah justru mendorong kampus untuk ikut terlibat dalam urusan operasional negara.

Muncul pula kekhawatiran bahwa kampus akan kehilangan posisi kritisnya ketika mulai terlibat langsung sebagai pelaksana program pemerintah. Jangan sampai ruang akademik berubah menjadi sekadar perpanjangan tangan kekuasaan! 

#MakanBergiziGratis
#PerguruanTinggi
#MBGMasukKampus"
2058107473509454080,"baru sadar mbg yg kita butuhin ternyata bukan makan bergizi gratis

tapi mas bahlil ganteng my little bolu ketan~ 🤏"
2053801937191961088,"Gus Kautsar mengkritik PBNU yang dinilai makin jauh dari akar pesantren. Saat pesantren difitnah, elit NU justru sibuk dengan kekuasaan &amp; narasi MBG (Makan Bergizi Gratis). Ia mengingatkan bahwa NU adalah cerminan pesantren; jika pesantren diabaikan, NU kehilangan marwahnya. 🕌⚖️ https://t.co/ZcOoOH1tbN"
2056011430969925888,"Inilah jawaban saat Abah Anies Baswedan menanggapi saat ditanya bagaimana menghadapi pendemo, apakah 2029 bakal nyalon lagi dan soal MBG ( Makan Bergizi Gratis ) 

Jawaban yang sangat menggambarkan orang yang sangat intelektual, santun, dan terstruktur

Padahal udah ada calon presiden yang hebat dan disukai masyarakat seperti ini, kenapa kemarin yang menang modal joget joget dan modal dikasihanin karena kalah terus di pilpres 🙂‍↕️"
2057661476962279936,"Perputaran uang ratusan miliar tiap hari! Pemkab Sumedang gerak cepat optimalkan program Makan Bergizi Gratis (MBG). Gak cuma bikin anak-anak sehat dan fokus, tapi juga dongkrak ekonomi lokal secara masif. Keren pisan! 🌾🔥 https://t.co/97FVxawJ98"
2049571491994643968,"Yang bikin gua kaget..dijudulnya aja dah bikin mikir, emang bakal ada apa di tahun 2030? 😦

""Pemerintah dan Mitra Berjanji untuk Melipatgandakan Makanan Sekolah bagi Anak-Anak di Negara-Negara yang Paling Terdampak pada Tahun 2030""

Ternyata di web resmi Rockefeller Foundation memang ada tulisan soal MBG Indonesia sebelum programnya resmi jalan.

Di artikel itu, Indonesia sudah disebut bakal menjalankan program Free Nutritious Meal Program mulai Januari 2025, dengan target puluhan juta anak sekolah.  

Artinya, sebelum MBG resmi diluncurkan ke publik, program ini memang sudah masuk pembahasan dan agenda internasional lewat jaringan School Meals Coalition dan Global Alliance Against Hunger and Poverty. 

Program makan sekolah memang bukan hal baru. 

Banyak negara sudah punya program serupa jauh sebelum Indonesia, dan School Meals Coalition sendiri melibatkan banyak pihak : Pemerintah, WFP PBB, World Bank, NGO, sampai lembaga filantropi global.  

https://t.co/lWH0ztud2Q"
2030246634991617024,"🚨 HEBOH! Guru SMP di Bandung Bikin SAYEMBARA Buru Siswa yang Kritik Makanan Sekolah Karena Ada ULAT! 😱 

Ini beneran terjadi di SMP Pasundan 9 Bandung. Siswa nemu ulat di menu Makan Bergizi Gratis (MBG), upload video kritik, eh malah diburu guru dengan 'hadiah' buat yang laporin! Apa ini cara mendidik atau intimidasi?

Ceritanya gini: Program MBG yang katanya buat gizi anak sekolah, tapi siswa SMP ini nemu ulat di 'ompreng' (nasi goreng atau apa ya?).

Dia kritik lewat akun anonim, eh oknum guru malah bikin sayembara di grup: 'Ibu punya sayembara, nanti ada hadiah buat yang nemuin siswa ini.' Tuding akun palsu pula! 

Ini kan program pemerintah, kok malah siswa yang kritis dibungkam? Miris banget!

Bayangin lo siswa, lagi laper makan gratis tapi ada ulat, terus kritik eh diburu guru?

Ini bukan sekolah, ini kayak film horor! 

Hak siswa buat suara kok dianggap musuh? 

Program MBG bagus, tapi kalau kualitasnya begini, gimana anak Indonesia mau sehat? 

Netizen, ini saatnya kita dukung siswa kritis! Jangan biarin intimidasi kayak gini jadi tren. Kalau lo pernah ngalamin hal serupa, share di reply!"
2047962516081487872,"SPPG Jepang bisa produksi 7.000 porsi per hari—rapi, higienis, dan terstandar. 🍱 Bandingkan dengan kondisi di Indonesia, masih banyak kasus keracunan makanan sekolah. Ini bukan soal jumlah saja, tapi soal sistem, pengawasan, dan kualitas. Kalau mau program makan gratis berhasil, standar harus jelas dan konsisten. Jangan sampai niat baik malah jadi risiko baru bagi anak-anak."
2028681818774320128,"Inti ceritanya: Nobita makan makanan sekolah ""buatan Giant"" yang penuh cacing di nasi, langsung mual & masuk RS Mondok Indah. Ada satire Badan Jagaan Gizi Nasi Republik Kartun + birokrasi konyol. Doraemon shock berat, tapi akhirnya semua balik ke rumah sambil bingung 😂 Luar biasa twist Indonesia banget!"
2032379616946688000,"Makanan di sekolah luar sama makanan hasil dapur mbg sama ga? 😂

Di luar negeri klo ada kasus keracunan akibat makan makanan sekolah, pasti pejabatnya udah ada yg mundur.

Di sini? Malah intimidasi orang-orang yang bersuara 👊"
2034558526170025984,"@HaryaWee @ANDIJaya490011 @ren_tonggg @BANGSAygSUJUD Hampir semua negara ASEAN (Thailand, Malaysia, Filipina) udah punya program gizi sekolah dari puluhan tahun lalu ? Kenapa ngamuk ya ??? Heran nanti teriak teriak kenapa ya gizi anak ini itu waktu dikasih solusi seperti itu malah nyocot minta ampun ups 🗿"
2057281655036109056,"Analogi bapak tentang Jepang pasca PD2 itu lumayan pak.  tapi Jepang bangun program gizi sekolah waktu ekonominya stabil dan yen tidak sedang di rekor terlemah. 

Indonesia jalankan MBG saat rupiah Rp17.700, defisit fiskal 2.9% GDP, dan Prabowo sendiri akui sudah tutup 3.000 dapur MBG karena kualitas buruk. 

Investasi jangka panjang yang bagus harus punya fondasi fiskal yang kuat dulu , bukan dijalankan sambil ekonomi limbung.🙃

Trus pak, terkait The Economist, mereka kritik MBG bukan karena Indonesia, tapi karena implementasinya: anggaran bengkak, 3.000 dapur ditutup, kualitas makanan bermasalah, dan dijalankan saat fiskal tertekan. 

Brazil punya Bolsa Família yang sukses karena tepat sasaran dan terukur. 

Lha MBG Indonesia? Prabowo sendiri akui ada kekurangan. Kalau pembuatnya sendiri akui gagal, kenapa pengkritiknya yang disebut bias?🙂🙃"
2055798395990855936,"@mengendog @ARSIPAJA Kadang yang paling capek justru netizen yang marah-marah online 😭 Guru dapat dukungan, murid dapat gizi, sekolah lebih tertata. Program bagus kok masih aja dicari salahnya. #LanjutkanMBG"
2043827224047238912,"Menarik Pak. Kalau tidak salah, Food portion estimation via AI sudah dipakai di beberapa negara untuk monitoring gizi sekolah. Cukup foto makanan sebelum dan sesudah makan, AI hitung kalori yang masuk, protein, karbohidrat. 

Verifikasi berbasis data visual yang objektif didukung governance yg mantul. Beeuhh....🙏"
2052973486617104896,"Coba datanya diupdate Pak..

Noh msh banyak yg blm kebagian MBG (terlebih daerah pedalaman).

Lalu yg anda sebut justru pegawai2nya yg bisa dpt penghasilan 100rb/ hari.

Jadi ini tujuannya lapangan kerja apa Gizi gratis ato apa?

Pun klo lapangan kerja tp lagi2 duit rakyat yg dipake, ya Sama aja bohong!!
Lapangan kerja itu yg profit & ga cm bisa ambil dr duit rakyat.
Yg produktif shg bisa membiayai dirinya sendiri..

Kalo masuk ke elite.. udh jelas Kan..
Siapa2 yg punya dapur MBG. Dg insentif 6jt/ Hari..

Ngeles Pak Pak..
1T itu banyak 
Klo dipake u/ hal yg lbh produktif bs lbh mensejahterakan rakyat 😓"
2048233969888666112,padahal banyak web yang nyediain kalkulator gizi gratis 😅
2049058925027430912,"@Diary7268742469 iyaakan kak😅😅😅, kyanya makanan ber GIZI gratis, tpi beberapa malah gizinya gatau dri mana"
2055594543899386112,"Tapi utang negara keluar negeri dan subsidi bbm itu semua pake dollar pak. 

Kok lama-lama jadi berasa kupingnya bermasalah ya? Dari #MBG waktu mayday buruh teriak ga bermanfaat, bapak malah ngebahas manfaat MBG dan pentingnya MBG.

Dari 3 calon kemarin gw ga ngerasa ada yang bagus, tapi ternyata gw pilih yang terburuk. 🗿"
2056592529395749120,"MBG bukan hanya untuk gizi, tapi juga menguatkan ekonomi lokal 🇮🇩🥚

Program MBG mengutamakan produk pangan lokal untuk mendukung peternak, UMKM, dan ketahanan pangan daerah.

Makan bergizi hari ini, generasi hebat esok hari ✨

#MBG #ProdukLokal #IndonesiaSehat #EkonomiDaerah https://t.co/xeJPCWf535"
2058153772896096000,"Udah lansia gak istirahat 
Malah nyusahin rakyat🤣
AL hasil yaping gak jelas
#kritiksosial #MBG https://t.co/r8O8aAvtlc"
2055882836843074048,"Mahasiswa realistis vs teoritis 💀

Ternyata bedanya cuma di piring makan siang...
Gizi terjaga = otak gacor = IPK 4.0 📈

MBG bukan proyek — ini investasi otak! 🐍

#MBG #MahasiswaIndonesia #SnakeByteID #CekFakta #EdukasiIndonesia https://t.co/St5xR62CNL"
2054550970533847040,"Assalamualaikum wrwb.
Selamat malam semua, MET Rehat, Alhamdulillah dg penuh rasa syukur. Semoga hari esok lebih baik dari hari ini 🤲🙏💤
Hmmm... Mandom 👍

Prabowo Instruksikan KSP Dudung Usut Celah Korupsi Program Makan Bergizi Gratis (MBG) #Beritasatu https://t.co/5ehgms54xx"
2052997985987138048,"Apakah kamu tahu? MBG itu bukan Makan Bergizi Gratis. Ini buktinya 👇
#BasmiGengSoloDanOligarki 

""Ternyata 3 petinggi Badan Gizi Nasional tak adasatupun yang ahli gizi""
#BasmiGengSoloDanOligarki https://t.co/mlh78ckuep"
2054019064734126080,"NAPI DIGAJI, GURU HONORER DIKEBIRI! 

Logika negara makin ""mindblowing""! 
✅ Napi di Lapas bakal dipekerjakan jadi pegawai dapur program Makan Bergizi Gratis (MBG) &amp; dapet GAJI.
❌ Guru non-ASN (honorer) malah DILARANG mengajar di sekolah negeri mulai tahun depan. https://t.co/s9Ijpan9oE"
2033442776634008064,"@henzzid Makan bergizi gratis ( normal ), ( UpNormal ) Makan busuk gratis 🤣✌🏻"
2049344106900677120,"Ferry Latuhihin angkat suara soal program MBG (Makan Bergizi Gratis). Menurutnya, kalau diselidiki program MBG bisa menjadi kasus korupsi gila-gilaan.

Ferry pernah mengatakan ketua MBG bisa potensial menjadi tersangka. Program ini sendiri sudah menghabiskan puluhan triliun. 

Follow us :

@arrahmahdotid
@arrahmah_id

🔗Telegram : https://t.co/HTOpCeHTqE | https://t.co/quhoUlCVmZ
🔗Twitter: https://t.co/bPGZSp01GM
🔗 WhatsApp Channel: https://t.co/XOkkfEnO6x
🔗 Tiktok : https://t.co/cnH5tp6WRb
🔗 Youtube : https://t.co/eDZHvrAL9C

https://t.co/3eLjmvRXEX
https://t.co/PiuGY1coig

Raih amal shalih, sebarkan!"
